Nakalimutan ni Sami ang pangalan ni Layla.	Sami forgesis la nomon de Layla.	ang	0	0
Kinausap ko si Michael na Tsino sa kapihang Istarbaks ngayong maaraw na ika-21 ng Setyembre ng 2021. Talagang mas mukha siyang Hapon sa akin at iba. Tinanong niya ako kung "miss" ko raw ang "hometown" ko. Sabi ko, gusto ko ang pareho. Narito na ako sa Isla Lulung matagal na ang sabi ko. Sabi ko, pulang "savannah" ang tinirhan ko sa Pilipinas. Tapos, tiningnan niya ang "savannah" sa smartphone niya. Ang pasaporte raw niya ay sa Tsina, dahil mayroon siyang lupa o rental property sa Guǎngzhōu sa Tsina. Pinag-usapan namin ang korupsiyong internasyonal. Magbibisita raw ang pamilya niya sa Mongolia. Alam kong maganda roon. Mahirap daw sa mga restawran ngayon dahil ng Pandemya. Kung marunong daw akong magluto nang sarili, ang tanong ni Michael. Sabi ko, may sarili akong mga recipe.	Mi parolis kun Miĥaelo la ĉino en la kafejo Starbukso ĉi tiun sunbrilan 21-an de septembro de 2021. Li vere aspektas pli kiel japano laŭ mi kaj aliaj. Li demandis al mi, ĉu mi "sopiras" mian "hejmurbon". Mi diris, ke mi ŝatas ambaŭ. Mi estis sur Lulu-insulo delonge, mi diris. Mi diris, ke ruĝa "savano" estas kie mi loĝis en Filipinoj. Poste, li rigardis "savano" per sia saĝtelefono. Li diris, ke lia pasporto estas de Ĉinio, ĉar li havas teron aŭ lueblajn posedaĵojn en Guǎngzhōu en Ĉinio. Ni parolis pri internacia korupteco. Li diris, ke lia familio vizitos Mongolion. Mi scias, ke estas bele tie. Li diras, ke estas malfacile en restoracioj hodiaŭ pro la Pandemio. Se mi povus kuiri sola, Miĥaelo demandis. Mi diris, ke mi havas miajn proprajn receptojn.	michael	0	0
Isulat ang pangalan ninyo nang malaking letra.	Skribu vian nomon grandlitere.	letra	0	0
Bakit wala ka sa direktoryo ng telepono?	Kial vi ne estas en la telefonlibro?	direktoryo	0	0
Lalabas ang abogado nang kasama ang sekretarya.	La advokato eliros kun la sekretariino.	sekretarya	0	0
Nakakapagsalita ba ng Esperanto ang kaibigan mo?	Ĉu via amiko parolas Esperanton?	nakakapagsalita	0	0
May nagbukas ng pinto.	Iu malfermis la pordon.	nagbukas	0	0
Nagtrabaho nang nagtrabaho sila sa pabrika.	Ili penlaboris en la fabrikoj.	pabrika	0	0
Isa sa mga kawili-wiling kaibigan ko ay si Don, na nagmula sa Xiānggǎng. Magdamag kaming dalawa sa isang makawontong tsaahan, habang pinag-uusapan namin ang siyensiyang piksiyon at esoterikong pilosopiya.	Unu el miaj interesaj amikoj estas Don, kiu devenas de Xiānggǎng. Ni du forbagatelas longajn noktojn ĉe huntuna teejo, dum ni parolas pri sciencfikcio kaj esotera filozofio.	pilosopiya	0	0
Siya'y isa sa mga pinakamagaling na dalubhasa na galing sa Hapon.	Li estas unu el la plej grandaj sciencistoj el Japanio.	pinakamagaling	0	0
Ang malaking karamihan ng mga Amerikano'y alam ang Ingles nang katamtamang baytang lamang.	La granda plimulto da usonanoj scias la anglan je nur mezbona nivelo.	katamtamang	0	0
Naobserbahan natin ang kapalaran ng walong magkakasunod na espesye ng tao sa loob nang isang bilyong taon, ang unang kalahati ng kislap na iyon ay ang tagal ng tao. Sampung higit pang mga espesye ngayon ay nagtatagumpay sa isa't isa, o naroroon, sa kapatagan ng Neptuno. Kami, ang Huling Sangkatauhan, ay ang Ikalabingwalong Sangkatauhan. Sa walong espesye bago sa Neptuno, ang ilan, gaya ng nakita natin, ay palaging nananatiling primitibo; marami ang nakamit ang hindi bababa sa isang nalilito at panandaliang sibilisasyon, at ang isa, ang makinang na Ikalima, ay nagising na sa totoong sangkatauhan nang durugin ito ng kasawian. Ang sampung uri ng Neptuno ay nagpapakita ng mas malaking pagkakaiba-iba. Ang mga ito ay mula sa likas na hayop hanggang sa mga paraan ng kamalayang hindi pa natatamo. Ang walang alinlangang mga subhumanong mabulok na uri ay limitado halos sa unang anim na raang milyong taon ng pananatili ng mga tao sa Neptuno.	Ni observis la sorton de ok sinsekvaj homaj specioj dum miliardo da jaroj, la unua duono de tiu flagrado, kiu estas la daŭro de la homo. Dek pliaj specioj nun sukcedas unu la alian, aŭ estas nuntempaj, sur la ebenaĵoj de Neptuno. Ni, la Lastaj Homoj, estas la Dekokaj Homoj. El la ok antaŭneptuniaj specioj, iuj, kiel ni vidis, restis ĉiam primitivaj; multaj atingis almenaŭ konfuzitan kaj paseman civilizacion, kaj unu, la brila Kvina, jam vekiĝis en la veran homaron, kiam la malfeliĉo dispremis ĝin. La dek neptunaj specioj montras eĉ pli grandan diversecon. Ili intervalas de la instinkta besto ĝis manieroj de konscio neniam antaŭe atingitaj. La sendube subhomaj degeneritaj tipoj estas limigitaj plejparte al la unuaj sescent milionoj da jaroj de la restado de homoj sur Neptuno.	alinlangang	0	0
Sadyang nahulog ang klawn.	La klaŭno intence falis.	sadyang	0	0
Bakit parang inaapi kayo? Wala na kayong pagkamagalang sa Internet. Sanay na kayo. Parang barbaridad na. Dapat nasa kuweba kayo.	Kial vi ŝajnas subpremita? Vi ne plu havas interretan ĝentilecon. Vi alkutimiĝas al tio. Estas kiel barbareco. Vi estu en la kaverno.	sanay	0	0
Paniwala ko'y tumuloy ang Dantaong Digmaan—nang sapat na matagal. Mas ganap ang sabi: masyadong matagal.	Mi kredas, ke la Centjara Milito daŭris — sufiĉe longe. Pli precize dirite: tro longe.	paniwala	0	0
Gintong mga bundok ang pinangako ng hepe.	La ĉefo promesis orajn montojn.	hepe	0	0
Nililigawan siya, kasi mukha siyang lalaki.	Ŝi estas svatata, ĉar ŝi aspektas kiel viro.	nililigawan	0	0
Alam mong hindi natin puwedeng idagdag ang mga wikang iyon sa listahan dahil sa politika.	Vi scias, ke ni ne povas aldoni tiujn lingvojn al la listo pro politiko.	idagdag	0	0
Magpalipad tayo ng mga saranggola.	Ni flugigu kajtojn.	magpalipad	0	0
Aling mga libro ang binabasa mo sa Ingles?	Kiujn librojn vi legis angle?	binabasa	0	0
Instrumento ba ang mayonesa?	Ĉu majonezo estas muzikilo?	instrumento	0	0
Natagpo ko si Sherie sa eskinita noong ika-23 ng Setyembre ng 2021, sa Isla Lulu. May lahing Amerindiyong Cree at Pranses siya. Mayroon siyang artipisyal na pangil nang bampira, dahil Gotika siya. Binibiro ko siyang malapit na ang paborito niyang panahon ng Halloween. Sang-ayon kaming malungkot para sa mga bata ang Halloween ngayon dahil ng Pandemya.	Mi renkontis Ŝerion en la strateto la 23-an de septembro de 2021, sur Lulu-insulo. Ŝi havas sangon el kri-indianoj kaj francoj. Ŝi havas artefaritajn vampirajn dentegojn, ĉar ŝi estas gotika. Mi ŝercas al ŝi, ke ŝia plej ŝatata sezono de Haloveno alproksimiĝas. Ni konsentas, ke Halovenoj estas malĝojaj por infanoj hodiaŭ pro la Pandemio.	lahing	0	0
Anong paborito mong klaseng panghimagas?	Kio estas via preferata speco de deserto?	panghimagas	0	0
Hinanda niya ang sarsang bluberi para bigyan ng lasa ang lutong pato.	Li preparis mirtelan saŭcon por gustigi la anasaĵon.	pato	0	0
Ang kanilang mga ninuno ay mga magsasaka. Ang mga mas mayayaman ay umiwas sa araw, kaya ang mga balat ay mas maputi. At nagpapatuloy ang ugali ngayon.	Iliaj praavoj estis agrolaboristoj. Tiuj pli riĉaj evitis la sunon, tiel ke la haŭtoj estis pli helaj. Kaj la kutimo daŭras nun.	umiwas	0	0
Gusto mo ba ng bunduking keso?	Ĉu vi ŝatas montan fromaĝon?	keso	0	0
Trangkilidad sa diwa ang nakukuha kung di na umaasa.	Animan trankvilon oni akiras, kiam oni ne plu esperas.	diwa	0	0
Kinansel ang piknik dahil sa ulan.	La pikniko nuliĝis pro la pluvo.	kinansel	0	0
Patapos ang biyahe sa Paris.	La vojaĝo finiĝos en Parizo.	patapos	0	0
Nahigop ako sa pagbabasa ng nobela.	Absorbis min la legado de romano.	pagbabasa	0	0
Isa sa mga kawili-wiling kaibigan ko ay si Don, na nagmula sa Xiānggǎng. Magdamag kaming dalawa sa isang makawontong tsaahan, habang pinag-uusapan namin ang siyensiyang piksiyon at esoterikong pilosopiya.	Unu el miaj interesaj amikoj estas Don, kiu devenas de Xiānggǎng. Ni du forbagatelas longajn noktojn ĉe huntuna teejo, dum ni parolas pri sciencfikcio kaj esotera filozofio.	magdamag	0	0
Walang may alam sa kanyang katalinuan sa literatura.	Neniu konsciis pri ŝia literatura talento.	literatura	0	0
Kinailangan naming maglakad pauwi.	Ni devis promeni hejmen.	kinailangan	0	0
Naobserbahan natin ang kapalaran ng walong magkakasunod na espesye ng tao sa loob nang isang bilyong taon, ang unang kalahati ng kislap na iyon ay ang tagal ng tao. Sampung higit pang mga espesye ngayon ay nagtatagumpay sa isa't isa, o naroroon, sa kapatagan ng Neptuno. Kami, ang Huling Sangkatauhan, ay ang Ikalabingwalong Sangkatauhan. Sa walong espesye bago sa Neptuno, ang ilan, gaya ng nakita natin, ay palaging nananatiling primitibo; marami ang nakamit ang hindi bababa sa isang nalilito at panandaliang sibilisasyon, at ang isa, ang makinang na Ikalima, ay nagising na sa totoong sangkatauhan nang durugin ito ng kasawian. Ang sampung uri ng Neptuno ay nagpapakita ng mas malaking pagkakaiba-iba. Ang mga ito ay mula sa likas na hayop hanggang sa mga paraan ng kamalayang hindi pa natatamo. Ang walang alinlangang mga subhumanong mabulok na uri ay limitado halos sa unang anim na raang milyong taon ng pananatili ng mga tao sa Neptuno.	Ni observis la sorton de ok sinsekvaj homaj specioj dum miliardo da jaroj, la unua duono de tiu flagrado, kiu estas la daŭro de la homo. Dek pliaj specioj nun sukcedas unu la alian, aŭ estas nuntempaj, sur la ebenaĵoj de Neptuno. Ni, la Lastaj Homoj, estas la Dekokaj Homoj. El la ok antaŭneptuniaj specioj, iuj, kiel ni vidis, restis ĉiam primitivaj; multaj atingis almenaŭ konfuzitan kaj paseman civilizacion, kaj unu, la brila Kvina, jam vekiĝis en la veran homaron, kiam la malfeliĉo dispremis ĝin. La dek neptunaj specioj montras eĉ pli grandan diversecon. Ili intervalas de la instinkta besto ĝis manieroj de konscio neniam antaŭe atingitaj. La sendube subhomaj degeneritaj tipoj estas limigitaj plejparte al la unuaj sescent milionoj da jaroj de la restado de homoj sur Neptuno.	natatamo	0	0
Nakasulat sa bulaklaking wika ng ika-19 na dantaon, nakakatuwa ang mga kuwento, mas kaysa sa mahinahong wika ng ating panahon.	Skribita en la flora lingvo de la deknaŭa jarcento, la rakontoj amuzas multe pli ol la sobra lingvo de nia tempo.	wika	0	0
Ang kanilang mga ninuno ay mga magsasaka. Ang mga mas mayayaman ay umiwas sa araw, kaya ang mga balat ay mas maputi. At nagpapatuloy ang ugali ngayon.	Iliaj praavoj estis agrolaboristoj. Tiuj pli riĉaj evitis la sunon, tiel ke la haŭtoj estis pli helaj. Kaj la kutimo daŭras nun.	magsasaka	0	0
Ang kalakihan ng karpet na iyan ay 120 nang 160 sentimetro.	Tiu tapiŝo grandas 120 je 160 centimetrojn.	sentimetro	0	0
Naobserbahan natin ang kapalaran ng walong magkakasunod na espesye ng tao sa loob nang isang bilyong taon, ang unang kalahati ng kislap na iyon ay ang tagal ng tao. Sampung higit pang mga espesye ngayon ay nagtatagumpay sa isa't isa, o naroroon, sa kapatagan ng Neptuno. Kami, ang Huling Sangkatauhan, ay ang Ikalabingwalong Sangkatauhan. Sa walong espesye bago sa Neptuno, ang ilan, gaya ng nakita natin, ay palaging nananatiling primitibo; marami ang nakamit ang hindi bababa sa isang nalilito at panandaliang sibilisasyon, at ang isa, ang makinang na Ikalima, ay nagising na sa totoong sangkatauhan nang durugin ito ng kasawian. Ang sampung uri ng Neptuno ay nagpapakita ng mas malaking pagkakaiba-iba. Ang mga ito ay mula sa likas na hayop hanggang sa mga paraan ng kamalayang hindi pa natatamo. Ang walang alinlangang mga subhumanong mabulok na uri ay limitado halos sa unang anim na raang milyong taon ng pananatili ng mga tao sa Neptuno.	Ni observis la sorton de ok sinsekvaj homaj specioj dum miliardo da jaroj, la unua duono de tiu flagrado, kiu estas la daŭro de la homo. Dek pliaj specioj nun sukcedas unu la alian, aŭ estas nuntempaj, sur la ebenaĵoj de Neptuno. Ni, la Lastaj Homoj, estas la Dekokaj Homoj. El la ok antaŭneptuniaj specioj, iuj, kiel ni vidis, restis ĉiam primitivaj; multaj atingis almenaŭ konfuzitan kaj paseman civilizacion, kaj unu, la brila Kvina, jam vekiĝis en la veran homaron, kiam la malfeliĉo dispremis ĝin. La dek neptunaj specioj montras eĉ pli grandan diversecon. Ili intervalas de la instinkta besto ĝis manieroj de konscio neniam antaŭe atingitaj. La sendube subhomaj degeneritaj tipoj estas limigitaj plejparte al la unuaj sescent milionoj da jaroj de la restado de homoj sur Neptuno.	naroroon	0	0
Sa itaas ng mga ulap, paramdam kong libreng walang hangganan.	Super la nuboj mi sentas min senlime libera.	hangganan	0	0
Bago magpatuloy sa mga detalye ng mga silid, makabubuting suriin ang mga plano ng ilang mga tirahang direktang kinopya mula sa mga guhit ng arkitekto. Ang unang planong ibinigay (fig. 97) ay ang tungkol sa isang bahay na itinayo sa Tokyo nang ilang taon na ang nakararaan, kung saan gumugol ang manunulat nang maraming magagandang oras.	Antaŭ ol daŭrigi la detalojn de la ĉambroj, estos bone ekzameni la planojn de kelkaj loĝejoj kopiitaj rekte el la desegnaĵoj de la arkitekto. La unua plano donita (fig. 97) estas tiu de domo konstruita en Tokio antaŭ kelkaj jaroj, en kiu la verkisto pasigis multajn agrablajn horojn.	direktang	0	0
Huwag mong dutdutin ng payong ang pusod ng iyong maliit na kapatid.	Ne piku per la ombrelo la umbilikon de via fratineto!	pusod	0	0
Pagka nagmamaneho ka nang mabuti, maiiwasan mo ang aksidente.	Stirante atente vi evitos akcidentojn.	maiiwasan	0	0
Sa Pilipinas, nagustuhan ng aking ama ang erkon at ang mang-aawit na si Elvis Presley, at ginusto niyang kasama ang kanyang pamilyang lumipat sa Canada sa tabi ng Estados Unidos. Mas gusto ko ang Australia dahil sa init.	En Filipinoj, mia patro ŝatis aerkondiĉigilon kaj la kantiston Elvis Presley, kaj li kun la familio preferis elmigri al Kanado apud Usono. Mi preferas Aŭstralion pro la varmeco.	canada	0	0
May dilaw na likido sa malaking bote.	Estas flava likvo en la granda botelo.	dilaw	0	0
Noong dekadang 1980, isang tag-init, nagtrabaho ako sa serbesang hardin sa Pasipikong Nasyonal na Eksibisyon. Talagang natuwa ako sa istrobering wafol na may wipkrim at sa mga Byetnames na plato para sa mga tanghaliang breyk ko.	Dum la 1980-aj jaroj, iun someron, mi laboris en la bierĝardeno ĉe la Pacifika Nacia Ekspozicio. Mi tre ĝuis la fragvaflojn kun vipkremo kaj la vjetnamajn pladojn por miaj tagmanĝpaŭzoj.	hardin	0	0
Ay! Kung mayaman ako, bibili ako ng bahay sa Espanya.	Ho! Se mi estus riĉa, mi aĉetus domon en Hispanio.	espanya	0	0
Sa Pilipinas, nagustuhan ng aking ama ang erkon at ang mang-aawit na si Elvis Presley, at ginusto niyang kasama ang kanyang pamilyang lumipat sa Canada sa tabi ng Estados Unidos. Mas gusto ko ang Australia dahil sa init.	En Filipinoj, mia patro ŝatis aerkondiĉigilon kaj la kantiston Elvis Presley, kaj li kun la familio preferis elmigri al Kanado apud Usono. Mi preferas Aŭstralion pro la varmeco.	unidos	0	0
Nagregular ako ng aking Mayelong Berdeng Tsaang Grande sa kapihang Istarbaks. Dumating si Michael na Tsinong may dalang dalawang bungkos ng saging. Nag-order siya ng kanyang malimit na Venti Americano. Sa lamesa, kumain kami nang bawat isang saging niya. Pinag-usapan namin ang punsoy tungkol sa mga templo at mga bahay. Budista raw ang pamilya niya. Tapos, pinag-usapan namin ang coronavirus na "sekretong armas" ng siyentipiko ng militar ng sekretong bansa. Dumating si Hans na Olandes sa upuang de gulong niya. Pinag-usapan namin ang politika sa Canada at Estados Unidos. Talagang ibang lengguwahe ang ginagamit ko bawat kay Hans at kay Michael. Sang-ayon kaming ang isip ay mas importante sa katawan ng tao. Nagsasaya kaming bata pa kami ay nagbiyahe na kami nang mabuti at bata pa ring nagkakapihan na lamang.	Mi mendis mian oftan mezgrandan glacian verdan teon ĉe la kafejo Starbukso. Miĥaelo la ĉino alvenis kun du faskoj da bananoj. Li mendis sian oftan Venti Americano. Ĉe la tablo, ni manĝis po unu el liaj bananoj. Ni parolis pri la fengŝuo pri temploj kaj domoj. Lia familio laŭdire estas budaistoj. Poste, ni parolis pri la kronvirusa "sekreta armilo" de la milita sciencistaro de sekreta lando. Hans la nederlandano alvenis en sia rulseĝo. Ni parolis pri politiko en Kanado kaj Usono. Mi vere parolas malsamajn lingvojn kun Hans kaj kun Miĥaelo. Ni konsentas, ke la menso pli gravas ol la korpo je homoj. Ni ĝojas pensi, ke kiam ni estis pli junaj, ni vojaĝis bone, kaj kiam ni estas ankoraŭ junaj, ni nur amuziĝas en kafejo.	estados	0	0
Alaala mo ba?	Ĉu vi memoras?	alaala	0	0
Natagpo ko si Rafael sa tsaahang Zuzu rito sa Isla Pantasya sa Sinonesia. Malimit siya nang Venti Latte Blu, at ako naman ay Mayelong Berdeng Tsaang Grande. Dalawang taon na raw si Rafael dito sa Sinonesia sa bisang pangbisita, at gusto niyang maging mamamayan dito. Nagagandahan siya sa kalikasan. Maraming hayop at halaman. Gusto niya ang mga bungang tropikal araw-araw.	Mi renkontis Rafaelon en la teejo Zuzu ĉi tie sur Fantazia Insulo en Sinonezio. Li ofte trinkas je Venti Latte Blu, kaj mi havas mezgrandan glacian verdan teon. Laŭdire Rafaelo estis ĉi tie en Sinonezio dum du jaroj per vizo de vizitanto, kaj li volas esti civitano ĉi tie. Li ŝatas la belecon en la naturo. Estas multaj bestoj kaj plantoj. Li ŝatas tropikajn fruktojn ĉiutage.	tropikal	0	0
Pampalusog ang sariwang prutas.	Freŝaj fruktoj bonas por la sano.	prutas	0	0
Ang kanilang mga ninuno ay mga magsasaka. Ang mga mas mayayaman ay umiwas sa araw, kaya ang mga balat ay mas maputi. At nagpapatuloy ang ugali ngayon.	Iliaj praavoj estis agrolaboristoj. Tiuj pli riĉaj evitis la sunon, tiel ke la haŭtoj estis pli helaj. Kaj la kutimo daŭras nun.	nagpapatuloy	0	0
Aling kalye ang bahay mo?	En kiu strato via domo staras?	kalye	0	0
Tulad ng nabanggit na, ang Ikatlong Tao ay madaling kapitan ng mga yugto ng pagkaabala sa sinaunang pagnanasa para sa personal na kawalang-kamatayan. Ang kasakimang ito ay madalas na malakas sa mga Unang Tao; at maging ang Pangalawang Tao, sa kabila ng kanilang dakilang kaloob ng detatsment, kung minsan ay pinahihintulutan sila ng kanilang paghanga sa personalidad ng taong hikayatin silang ang mga kaluluwa ay mabubuhay magpakailanman. Ang panandalian at di-teoretikal na Ikatlong Tao, kasama ang kanilang pagkahilig sa lahat ng uri ng buhay, at lahat ng pagkakaiba-iba ng mahahalagang pag-uugali, ay naglihi ng imortalidad sa iba't ibang paraan. Sa kanilang huling kultura, naisip nilang sa kamatayan ang lahat ng nabubuhay na bagay na sinang-ayunan ng Diyos-Buhay ay dumaan sa ibang mundo, na halos kapareho sa kilalang mundo, ngunit mas masaya. Doon sila ay sinasabing nanirahan sa presensya ng diyos, na naglilingkod sa kanya sa walang pigil na mahahalagang pagkamalikhain nang iba't ibang uri.	Kiel jam dirite, la Triaj Homoj estis emaj al fazoj de okupiteco kun la antikva avido al persona senmorteco. Ĉi tiu avido ofte estis forta inter la Unuaj Homoj; kaj eĉ la Duaj Homoj, malgraŭ sia granda dono de malligo, kelkfoje permesis, ke ilia admiro por homa personeco persvadi ilin, ke animoj devas vivi eterne. La mallongdaŭraj kaj neteoriaj Triaj Homoj, kun sia pasio por ĉiaspecaj vivaĵoj, kaj la tuta diverseco de esenca konduto, konceptis senmortecon en diversaj manieroj. En sia fina kulturo ili imagis, ke ĉe la morto ĉiuj vivaĵoj, kiujn aprobis la Vivo-Dio, transiris en alian mondon, tre similan al la konata mondo, sed pli feliĉa. Tie ili laŭdire vivis en la ĉeesto de la diaĵo, servante lin en senbrida esenca kreivo de diversaj specoj.	pagnanasa	0	0
Naniniwala ako sa eksplorasyon sa kalawakan at tuluyang kolonisasyon ng ating Sistemang Solar, at sa kalaunan ng ating galaksiyang Daang Magatas. Si Elon Musk, ang multibilyunaryo, ay naniniwalang ang sangkatauhan ay dapat yumaman at maging "makaespasyong sibilisasyon at multiplanetaryong espesye." Siya at ako ay magkasundo.	Mi kredas pri spaca esploro kaj eventuala koloniigo de nia Sunsistemo, kaj poste de nia galaksio Lakta Vojo. Elon Musk la multmiliardulo opinias, ke la homaro riĉiĝu kaj fariĝu "spachava civilizo kaj multplaneda specio". Mi kaj li estas en akordo.	solar	0	0
